,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1149,2016,39926.95466,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1150,2017,41581.12079,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1151,2018,43036.24378,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1152,2019,44334.20033,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1153,2020,41828.55404,NY.GDP.PCAP.PP.CD,ITA,Italy,Europe & Central Asia,High income,Not classified
1154,2016,9194.156739,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1155,2017,9600.104746,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1156,2018,9968.594493,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1157,2019,10190.47465,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1158,2020,9241.575604,NY.GDP.PCAP.PP.CD,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
1159,2016,40623.01866,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
1160,2017,41505.08248,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
1161,2018,42202.40112,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
1162,2019,42616.57114,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
1163,2020,42390.37984,NY.GDP.PCAP.PP.CD,JPN,Japan,East Asia & Pacific,High income,Not classified
1164,2016,9445.916863,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1165,2017,10003.57498,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1166,2018,10253.81745,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1167,2019,10497.29792,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1168,2020,10355.00857,NY.GDP.PCAP.PP.CD,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
1169,2016,23818.82483,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1170,2017,24862.96612,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1171,2018,26157.65965,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1172,2019,27466.22062,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1173,2020,26754.377,NY.GDP.PCAP.PP.CD,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
1174,2016,3930.893858,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1175,2017,4203.585011,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1176,2018,4443.179109,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1177,2019,4641.080377,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1178,2020,4577.90522,NY.GDP.PCAP.PP.CD,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
1179,2016,2206.48776,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1180,2017,2235.70736,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1181,2018,2341.192329,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1182,2019,2439.36493,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1183,2020,2383.434847,NY.GDP.PCAP.PP.CD,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
1184,2016,39575.45428,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1185,2017,40957.41806,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1186,2018,43026.29639,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1187,2019,43044.7252,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1188,2020,45274.45873,NY.GDP.PCAP.PP.CD,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
1189,2016,10007.68923,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1190,2017,10436.16885,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1191,2018,11013.39708,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1192,2019,11797.11932,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1193,2020,11387.64534,NY.GDP.PCAP.PP.CD,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
1194,2016,44685.49743,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1195,2017,50855.55291,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1196,2018,51690.56896,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1197,2019,51962.04776,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1198,2020,47306.98817,NY.GDP.PCAP.PP.CD,KWT,Kuwait,Middle East & North Africa,High income,Not classified
1199,2016,4681.174733,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1200,2017,5046.691535,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1201,2018,5256.397922,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1202,2019,5480.742698,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1203,2020,4964.733306,NY.GDP.PCAP.PP.CD,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
1204,2016,6843.559583,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1205,2017,7257.812107,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1206,2018,7775.131876,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1207,2019,8220.178873,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1208,2020,8239.166547,NY.GDP.PCAP.PP.CD,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
1209,2016,26721.7262,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
1210,2017,28673.5634,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
1211,2018,30877.04193,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
1212,2019,31883.25911,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
1213,2020,31464.48429,NY.GDP.PCAP.PP.CD,LVA,Latvia,Europe & Central Asia,High income,Not classified
1214,2016,15535.50465,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1215,2017,16043.0607,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1216,2018,16054.36246,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1217,2019,15179.58021,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1218,2020,12118.57336,NY.GDP.PCAP.PP.CD,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
1219,2016,2990.283703,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1220,2017,2668.291425,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1221,2018,2677.436314,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1222,2019,2693.198373,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1223,2020,2444.078267,NY.GDP.PCAP.PP.CD,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
1224,2016,1429.792082,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1225,2017,1564.197682,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1226,2018,1581.039485,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1227,2019,1531.920186,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1228,2020,1468.358578,NY.GDP.PCAP.PP.CD,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
1229,2016,11108.72368,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1230,2017,13238.00054,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1231,2018,15378.57276,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1232,2019,15815.87691,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1233,2020,10846.29154,NY.GDP.PCAP.PP.CD,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
1234,2016,30925.17085,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1235,2017,33761.87124,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1236,2018,36376.18982,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1237,2019,38540.78145,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1238,2020,38883.11903,NY.GDP.PCAP.PP.CD,LTU,Lithuania,Europe & Central Asia,High income,Not classified
1239,2016,113365.1761,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1240,2017,114985.8422,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1241,2018,116965.5861,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1242,2019,117341.9151,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1243,2020,117500.2072,NY.GDP.PCAP.PP.CD,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
1244,2016,114893.0153,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1245,2017,126144.1041,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1246,2018,135551.8079,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1247,2019,132654.8967,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1248,2020,60895.51564,NY.GDP.PCAP.PP.CD,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
1249,2016,1606.667405,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1250,2017,1584.424519,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1251,2018,1630.189357,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1252,2019,1687.069227,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1253,2020,1544.160329,NY.GDP.PCAP.PP.CD,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
1254,2016,1454.358941,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1255,2017,1472.146868,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1256,2018,1532.668475,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1257,2019,1602.146782,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1258,2020,1591.605401,NY.GDP.PCAP.PP.CD,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
1259,2016,25546.12952,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1260,2017,26661.50742,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1261,2018,28239.50008,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1262,2019,29623.40516,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1263,2020,27923.68768,NY.GDP.PCAP.PP.CD,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
1264,2016,17411.34725,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
1265,2017,18057.91092,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
1266,2018,19245.08139,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
1267,2019,20335.58933,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
1268,2020,13443.48259,NY.GDP.PCAP.PP.CD,MDV,Maldives,South Asia,Upper middle income,IDA
1269,2016,2189.006622,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1270,2017,2246.797421,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1271,2018,2338.533676,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1272,2019,2419.886841,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1273,2020,2347.988174,NY.GDP.PCAP.PP.CD,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
1274,2016,39887.09949,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
1275,2017,42644.08044,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
1276,2018,44218.99567,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
1277,2019,45937.70017,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
1278,2020,41740.77039,NY.GDP.PCAP.PP.CD,MLT,Malta,Middle East & North Africa,High income,Not classified
1279,2016,3548.86888,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
1280,2017,3711.896004,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
1281,2018,3912.698706,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
1282,2019,4219.79344,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
1283,2020,4147.938104,NY.GDP.PCAP.PP.CD,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
1284,2016,4700.106262,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1285,2017,5108.549132,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1286,2018,5318.085954,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1287,2019,5569.995262,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1288,2020,5390.086099,NY.GDP.PCAP.PP.CD,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
1289,2016,20701.21897,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1290,2017,21415.11611,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1291,2018,22741.35132,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1292,2019,23836.91689,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1293,2020,20530.50523,NY.GDP.PCAP.PP.CD,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
1294,2016,19323.66587,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1295,2017,19721.26098,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1296,2018,20096.15665,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1297,2019,19863.02723,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1298,2020,18444.07305,NY.GDP.PCAP.PP.CD,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
1299,2016,3373.957156,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1300,2017,3490.130487,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1301,2018,3544.00482,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1302,2019,3612.097672,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1303,2020,3553.316023,NY.GDP.PCAP.PP.CD,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
1304,2016,10610.47784,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1305,2017,11651.31745,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1306,2018,12659.98366,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1307,2019,13577.40658,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1308,2020,13000.40159,NY.GDP.PCAP.PP.CD,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
1309,2016,10737.48613,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1310,2017,11366.30394,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1311,2018,12317.44092,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1312,2019,13014.1129,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1313,2020,12366.94712,NY.GDP.PCAP.PP.CD,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
1314,2016,18199.38303,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1315,2017,19682.2652,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1316,2018,21489.22554,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1317,2019,23097.31682,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1318,2020,20029.91111,NY.GDP.PCAP.PP.CD,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
1319,2016,7113.0046,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1320,2017,7312.056779,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1321,2018,7625.735753,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1322,2019,7865.906524,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1323,2020,7369.49263,NY.GDP.PCAP.PP.CD,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
1324,2016,1363.674953,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1325,2017,1283.65987,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1326,2018,1320.702265,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1327,2019,1335.986411,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1328,2020,1297.404531,NY.GDP.PCAP.PP.CD,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
1329,2016,4031.179736,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1330,2017,4224.545031,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1331,2018,4575.13099,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1332,2019,4940.152499,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1333,2020,5123.825603,NY.GDP.PCAP.PP.CD,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
1334,2016,10427.12176,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1335,2017,10171.4215,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1336,2018,10329.65502,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1337,2019,10227.58262,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1338,2020,9298.086814,NY.GDP.PCAP.PP.CD,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
1339,2016,13645.41063,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
1340,2017,12975.39238,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
1341,2018,13963.76739,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
1342,2019,14099.48535,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
1343,2020,14340.17241,NY.GDP.PCAP.PP.CD,NRU,Nauru,East Asia & Pacific,High income,IBRD
1344,2016,2989.675006,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
1345,2017,3565.197807,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
1346,2018,3864.322124,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
1347,2019,4119.922339,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
1348,2020,4008.505516,NY.GDP.PCAP.PP.CD,NPL,Nepal,South Asia,Lower middle income,IDA
1349,2016,52288.41508,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1350,2017,55088.6338,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1351,2018,57826.6285,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1352,2019,59004.32497,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1353,2020,59268.1353,NY.GDP.PCAP.PP.CD,NLD,Netherlands,Europe & Central Asia,High income,Not classified
1354,2016,39955.80303,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1355,2017,42285.3199,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1356,2018,42575.44492,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1357,2019,45437.88899,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1358,2020,44491.32491,NY.GDP.PCAP.PP.CD,NZL,New Zealand,East Asia & Pacific,High income,Not classified
1359,2016,5694.054287,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1360,2017,6004.014088,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1361,2018,5867.243891,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1362,2019,5682.215978,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1363,2020,5569.721552,NY.GDP.PCAP.PP.CD,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
1364,2016,1153.339689,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1365,2017,1163.22617,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1366,2018,1229.223782,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
1367,2019,1276.153883,NY.GDP.PCAP.PP.CD,NER,Niger,Sub-Saharan Africa ,Low income,IDA
